MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,MRO-TEK,MRO-TEK REALTY LIMITED,        25.90,        27.00,        28.10,        25.20,        27.95,                    93526.50,3461,N, ,67,        39.25,        18.10
N,EQ,MRPL,MRPL,        51.15,        51.55,        52.45,        51.10,        51.30,                128616087.15,2489360,N, ,9471,        55.25,        25.25
N,EQ,MSTCLTD,MSTC LIMITED,       257.50,       259.45,       264.95,       258.05,       259.35,                 88973144.25,340158,N, ,6831,       400.00,       116.95
N,EQ,MTARTECH,MTAR TECHNOLOGIES LIMITED,      1008.65,      1017.65,      1024.80,      1003.60,      1014.70,                241291092.20,237976,N, ,16345,      1154.90,       860.00
N,EQ,MTEDUCARE,MT EDUCARE LTD,         8.45,         9.05,         9.70,         8.65,         9.25,                 11382564.20,1244995,N, ,1663,        18.00,         6.25
N,EQ,MTNL,MAHANAGAR TELEPHONE NIGAM,        21.10,        21.50,        22.15,        21.05,        22.15,                110986764.25,5109846,N, ,7012,        24.40,         7.50
N,EQ,MUKTAARTS,MUKTA ARTS LIMITED,        34.50,        34.50,        35.80,        34.00,        34.85,                  1390743.55,39763,N, ,378,        40.45,        24.00
N,EQ,MUNJALAU,MUNJAL AUTO IND. LTD.,        64.55,        65.45,        66.30,        64.55,        65.60,                 29120686.90,444753,N, ,4313,        70.40,        39.05
N,EQ,MUNJALSHOW,MUNJAL SHOWA LTD,       154.35,       155.85,       164.80,       153.05,       157.85,                 52110311.60,325408,N, ,6074,       176.45,        88.15
N,EQ,MURUDCERA,MURUDESHWAR CERAMICS LTD,        25.20,        25.70,        27.80,        24.90,        26.05,                 14599679.70,549861,N, ,2585,        27.90,        13.80
N,EQ,MUTHOOTCAP,MUTHOOT CAP SERV LTD,       439.20,       444.00,       444.95,       425.90,       430.35,                 42260716.20,97852,N, ,4215,       528.00,       318.70
N,EQ,NACLIND,NACL INDUSTRIES LIMITED,        62.20,        63.50,        73.40,        63.00,        69.85,                191599813.30,2789072,N, ,15137,        73.40,        24.30
N,EQ,NAGAFERT,NAGARJUN FERT AND CHE LTD,         9.60,         9.75,         9.90,         9.40,         9.60,                  6238001.35,648119,N, ,1280,        11.00,         3.75
G,EQ,NAGREEKCAP,NAGREEKA CAP & INFR.LTD,         6.75,         6.95,         7.05,         6.95,         7.05,                     3485.00,500,N, ,2,         7.55,         4.70
N,EQ,NAGREEKEXP,NAGREEKA EXPORTS LTD.,        26.65,        28.30,        28.85,        27.00,        27.95,                  1496901.60,53616,N, ,564,        28.85,        11.15
N,EQ,NAHARCAP,NAHAR CAP & FIN.,       130.25,       128.30,       135.95,       128.30,       135.10,                  4582786.00,34274,N, ,778,       139.75,        59.10
N,EQ,NAHARINDUS,NAHAR INDS ENT LTD,        67.65,        68.70,        71.00,        68.25,        70.15,                 10263156.60,146505,N, ,870,        71.00,        22.20
N,EQ,NAHARPOLY,NAHAR POLY FILMS LIMITED,       152.45,       154.90,       158.75,       152.60,       156.40,                 17546597.10,112838,N, ,2964,       168.80,        48.90
N,EQ,NAHARSPING,NAHAR SPINNING MILLS LTD.,       152.30,       155.45,       156.90,       151.00,       151.90,                 12496273.20,81550,N, ,1304,       164.60,        31.80
N,EQ,NAM-INDIA,NIPPON L I A M LTD,       369.65,       371.10,       385.50,       368.85,       377.00,               1068734262.80,2818782,N, ,35522,       385.50,       249.00
N,SM,NANDANI,NANDANI CREATION LIMITED,        31.60,        31.50,        33.15,        30.15,        30.15,                  1743750.00,55000,N, ,11,        33.15,         7.65
N,EQ,NATCOPHARM,NATCO PHARMA LTD.,      1040.40,      1044.15,      1047.85,      1028.50,      1038.30,                305493558.50,293396,N, ,10300,      1188.05,       590.05
N,EQ,NATHBIOGEN,NATH BIO-GENES (I) LTD,       421.80,       421.80,       425.20,       414.00,       418.40,                 29290154.60,69883,N, ,3439,       473.95,       221.20
N,EQ,NATIONALUM,NATIONAL ALUMINIUM CO LTD,        72.75,        73.45,        75.75,        73.00,        74.20,               2062708072.55,27737714,N, ,44584,        82.10,        29.10
N,EQ,NAVINFLUOR,NAVIN FLUORINE INT. LTD,      3185.70,      3203.00,      3242.95,      3193.55,      3207.25,                418958397.25,130198,N, ,12662,      3649.15,      1470.00
N,EQ,NAVKARCORP,NAVKAR CORPORATION LTD.,        41.30,        41.60,        42.85,        41.35,        41.60,                 41588613.55,990246,N, ,4259,        49.50,        23.90
N,EQ,NAVNETEDUL,NAVNEET EDUCATION LTD,        88.35,        88.95,        89.10,        88.00,        88.50,                 29036699.95,328089,N, ,8416,        95.50,        65.30
N,EQ,NAZARA,NAZARA TECHNOLOGIES LTD,      1679.70,      1690.00,      1694.00,      1650.15,      1658.50,                333152053.70,200430,N, ,25186,      2024.90,      1432.00
N,EQ,NBCC,NBCC (INDIA) LIMITED,        48.35,        48.80,        50.45,        48.20,        49.80,                959397199.55,19363394,N, ,38943,        54.05,        21.05
N,EQ,NBIFIN,N.B.I. IND. FIN. CO. LTD,      2294.60,      2295.75,      2330.95,      2260.05,      2297.60,                  1588837.50,693,N, ,194,      3200.00,      1326.00
N,EQ,NBVENTURES,NAVA BHARAT VENTURES LIMI,        91.35,        93.45,        96.90,        93.20,        95.00,                125072920.60,1315079,N, ,10322,       104.85,        36.90
N,EQ,NCC,NCC LIMITED,        81.25,        81.70,        83.75,        81.55,        82.30,                349578599.55,4226314,N, ,18058,        99.85,        27.30
N,EQ,NCLIND,NCL INDUSTRIES LIMITED,       205.40,       207.45,       211.00,       206.30,       206.85,                 60289835.10,289396,N, ,4715,       215.45,        64.45
N,EQ,NDGL,NAGA DHUNSERI GROUP LTD,      1081.05,      1092.25,      1155.00,      1079.80,      1138.50,                  1362517.30,1220,N, ,162,      1155.00,       431.00
N,EQ,NDRAUTO,NDR AUTO COMPONENTS LTD,       211.20,       219.00,       222.50,       215.00,       221.45,                  4016555.00,18313,N, ,519,       284.95,       120.00
N,EQ,NDTV,NDTV LTD,        70.70,        70.70,        71.35,        68.40,        69.25,                  6758590.55,97733,N, ,1096,        86.15,        25.70
N,EQ,NECCLTD,NORTH EAST CARRY CORP LTD,        11.15,        11.20,        13.30,        11.20,        12.90,                 22121262.10,1715576,N, ,2613,        17.00,         5.20
N,EQ,NECLIFE,NECTAR LIFESCIENCES LTD.,        33.60,        35.20,        36.60,        34.15,        35.50,                128438370.20,3639940,N, ,11482,        36.60,        13.90
N,EQ,NELCAST,NELCAST LIMITED,        78.50,        79.40,        79.40,        77.40,        77.70,                 20289582.25,259339,N, ,2828,        82.70,        42.00
N,EQ,NELCO,NELCO LTD,       240.50,       240.00,       254.95,       239.95,       248.00,                140486444.55,562739,N,XD,13649,       254.95,       172.55
N,EQ,NEOGEN,NEOGEN CHEMICALS LIMITED,       898.70,       900.05,       918.55,       890.10,       897.35,                 52982106.55,58488,N, ,3879,      1028.00,       469.25
N,EQ,NESCO,NESCO LTD.,       548.05,       552.70,       567.00,       548.25,       562.15,                 80400749.75,144081,N, ,5644,       639.00,       419.00
N,EQ,NETWORK18,NETWORK18 MEDIA & INV LTD,        43.50,        43.50,        46.70,        43.00,        45.55,                408232681.15,9049497,N, ,19460,        50.00,        28.50
N,EQ,NEULANDLAB,NEULAND LAB LTD.,      2093.40,      2041.00,      2069.00,      2002.00,      2039.20,                230614533.75,113245,N, ,8705,      2844.40,       387.75
N,EQ,NEWGEN,NEWGEN SOFTWARE TECH LTD,       422.65,       423.00,       429.00,       414.85,       421.35,                 47607975.35,113096,N, ,5046,       437.00,       136.50
N,EQ,NEXTMEDIA,NEXT MEDIAWORKS LIMITED,         6.05,         6.30,         6.35,         6.15,         6.35,                   101014.45,15986,N, ,55,         7.20,         3.50
N,EQ,NFL,NATIONAL FERT. LTD,        68.25,        68.25,        71.80,        68.25,        70.05,                306408004.20,4359556,N, ,18597,        73.70,        26.15
N,EQ,NH,NARAYANA HRUDAYALAYA LTD.,       494.80,       490.00,       497.95,       480.00,       481.15,                227420700.00,469806,N, ,13933,       566.70,       262.70
N,EQ,NHPC,NHPC LTD,        26.10,        26.25,        26.65,        26.15,        26.35,                200936176.35,7601356,N, ,11183,        27.60,        19.40
N,EQ,NIACL,THE NEW INDIA ASSU CO LTD,       174.20,       175.95,       183.00,       173.00,       176.80,                876086392.35,4908864,N, ,60265,       197.00,        99.80
N,EQ,NIITLTD,NIIT LIMITED,       221.35,       224.75,       259.70,       224.75,       253.05,               2661642033.30,10951613,N, ,153521,       259.70,        88.00
N,EQ,NILAINFRA,NILA INFRASTRUCTURES LTD,         5.30,         5.70,         5.80,         5.35,         5.80,                  3810632.40,662350,N, ,537,         8.30,         3.70
N,EQ,NILASPACES,NILA SPACES LIMITED,         1.65,         1.70,         1.80,         1.65,         1.80,                  1625711.65,926884,N, ,425,         2.05,          .85
N,EQ,NILKAMAL,NILKAMAL LIMITED,      2345.20,      2345.20,      2379.00,      2300.00,      2332.85,                179480557.00,77012,N, ,7517,      2606.50,      1040.00
N,EQ,NIPPOBATRY,INDO-NATIONAL LIMITED,       984.75,       994.00,      1010.05,       951.20,       981.70,                 20294303.85,20663,N, ,2225,      1114.30,       465.00
N,EQ,NIRAJ,NIRAJ CEMENT STRUC LTD,        42.25,        43.45,        44.70,        41.70,        43.30,                  2259944.80,51477,N, ,451,        54.45,        34.80
N,EQ,NITCO,NITCO LIMITED,        25.50,        25.85,        26.70,        25.30,        26.15,                  6145489.05,232847,N, ,904,        29.30,        15.60
N,EQ,NITINSPIN,NITIN SPINNERS LIMITED,       116.55,       117.80,       121.00,       115.35,       117.30,                 27856190.35,235594,N, ,2962,       125.00,        33.80
N,EQ,NITIRAJ,NITIRAJ ENGINEERS LTD,        53.90,        53.90,        53.90,        51.75,        52.60,                   192799.30,3669,N, ,53,        66.00,        38.20
N,EQ,NLCINDIA,NLC INDIA LIMITED,        63.85,        65.00,        66.60,        64.25,        65.10,                610033411.05,9321420,N, ,31729,        73.75,        42.00
N,EQ,NOCIL,NOCIL LIMITED,       206.85,       208.35,       209.90,       205.00,       205.15,                191761001.40,926459,N, ,14740,       219.40,        82.35
N,EQ,NOIDATOLL,NOIDA TOLL BRIDGE CO LTD,         6.00,         6.05,         6.15,         5.90,         6.00,                  1880956.15,308387,N, ,480,         8.65,         3.10
G,EQ,NORBTEAEXP,NORBEN TEA & EXPORTS LTD,         6.00,         5.90,         6.10,         5.90,         6.10,                    53407.40,8912,N, ,21,         9.95,         2.90
N,EQ,NOVARTIND,NOVARTIS INDIA LIMITED,       657.35,       657.35,       685.00,       657.35,       668.20,                 21574487.35,32164,N, ,2012,       698.70,       530.05
N,EQ,NRAIL,N R AGARWAL INDS LTD,       226.70,       227.05,       235.65,       226.25,       227.30,                 12193098.10,52959,N, ,1611,       282.85,       171.50
N,EQ,NRBBEARING,NRB BEARING LIMITED,       133.70,       135.00,       141.40,       133.60,       135.20,                359875727.55,2623651,N, ,34102,       141.40,        65.30
N,EQ,NSIL,NALWA SONS INVESTMENT LTD,      1731.00,      1780.00,      1780.00,      1720.10,      1725.60,                  1193036.30,686,N, ,103,      1850.00,       583.60
N,EQ,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,       580.05,       582.00,       593.50,       566.00,       567.25,                103276382.80,179025,N, ,7485,       755.00,       231.65
N,EQ,NURECA,NURECA LIMITED,      1529.80,      1550.00,      1550.00,      1501.00,      1512.10,                 26388329.05,17345,N, ,1622,      1770.00,       555.60
N,EQ,NXTDIGITAL,NXTDIGITAL LIMITED,       499.60,       521.80,       521.80,       495.00,       500.20,                 13957976.10,27597,N, ,1256,       724.80,       365.00
N,EQ,OAL,ORIENTAL AROMATICS LTD,       805.70,       815.00,       820.85,       791.35,       807.60,                 12562774.55,15636,N, ,2976,      1009.95,       152.55
N,EQ,OBEROIRLTY,OBEROI REALTY LIMITED,       654.35,       660.00,       664.30,       645.20,       648.10,                354643706.80,542583,N, ,17883,       681.00,       330.85
N,EQ,OCCL,ORIENTAL CARBN & CHEM LTD,      1143.15,      1145.80,      1160.00,      1114.85,      1131.05,                 16607050.30,14626,N, ,2039,      1160.00,       645.00
N,EQ,OIL,OIL INDIA LTD,       141.35,       142.00,       144.40,       141.95,       143.10,                141763051.40,989448,N, ,10401,       144.40,        83.20
N,EQ,OLECTRA,OLECTRA GREENTECH LIMITED,       171.60,       166.10,       179.95,       166.10,       174.90,                 85087859.40,486037,N, ,8702,       232.05,        55.00
N,EQ,OMAXAUTO,OMAX AUTOS LTD,        46.45,        46.90,        48.60,        46.20,        48.15,                  5206859.65,109492,N, ,1269,        59.80,        27.75
N,EQ,OMAXE,OMAXE LIMITED,        81.85,        82.85,        83.55,        81.30,        82.15,                  8561517.10,103878,N, ,1208,       222.10,        59.50
N,EQ,OMINFRAL,OM INFRA LIMITED,        29.00,        29.20,        29.70,        28.35,        28.60,                  6002117.60,207607,N, ,1060,        30.20,        11.80
N,EQ,ONELIFECAP,ONELIFE CAP ADVISORS LTD,         8.30,         8.95,         9.10,         8.60,         9.10,                   134968.70,14886,N, ,55,         9.10,         4.90
N,EQ,ONMOBILE,ONMOBILE GLOBAL LTD.,       123.20,       124.25,       125.15,       121.30,       122.00,                103300784.60,837695,N, ,8873,       134.35,        27.00
N,EQ,OPTIEMUS,OPTIEMUS INFRACOM LTD,       136.80,       140.00,       140.00,       132.15,       132.50,                  4185141.60,31359,N, ,972,       208.55,        42.75
N,EQ,ORBTEXP,ORBIT EXPORTS LIMITED,        69.95,        71.25,        72.30,        69.00,        69.80,                  2873418.15,40607,N, ,961,        89.05,        51.50
N,EQ,ORCHPHARMA,ORCHID PHARMA LIMITED,      1406.60,      1418.30,      1430.00,      1395.00,      1401.10,                  8534796.35,6086,N, ,622,      1667.00,      1344.55
N,EQ,ORICONENT,ORICON ENTERPRISES LTD,        25.40,        26.05,        26.65,        26.05,        26.65,                  7985569.30,301220,N, ,619,        29.80,        13.50
N,EQ,ORIENTABRA,ORIENT ABRASIVE LTD,        25.80,        26.20,        27.90,        26.00,        27.35,                 17658054.05,642812,N, ,2211,        29.40,        13.50
N,EQ,ORIENTALTL,ORIENTAL TRIMEX LTD,         8.75,         8.90,         9.90,         8.50,         9.55,                  2572679.70,280319,N, ,602,        12.30,         5.05
N,EQ,ORIENTBELL,ORIENT BELL LIMITED,       312.25,       316.95,       330.00,       313.10,       322.40,                 26755430.40,82990,N, ,4385,       330.00,        57.05
N,EQ,ORIENTCEM,ORIENT CEMENT LTD.,       141.75,       141.10,       143.00,       140.70,       141.10,                 65236458.45,460299,N, ,7776,       149.00,        54.60
N,EQ,ORIENTELEC,ORIENT ELECTRIC LIMITED,       309.40,       314.75,       315.00,       303.00,       304.95,                168558691.45,543553,N, ,13891,       345.00,       170.20
N,EQ,ORIENTHOT,ORIENT HOTELS LTD,        41.45,        42.40,        42.60,        40.50,        41.85,                 22631905.15,544060,N, ,3577,        43.35,        18.80
N,EQ,ORIENTLTD,ORIENT PRESS LIMITED,        77.70,        79.00,        93.20,        79.00,        93.20,                  3980089.30,44839,N, ,1096,       114.50,        62.25
N,EQ,ORIENTPPR,ORIENT PAPER AND INDS LTD,        27.80,        28.00,        28.75,        27.90,        28.10,                 68100198.90,2401552,N, ,5748,        31.20,        15.60
N,EQ,ORIENTREF,ORIENT REFRACTORIES LTD,       315.30,       317.00,       319.00,       308.95,       311.85,                 51501529.35,164427,N, ,4907,       337.40,       139.25
N,EQ,ORISSAMINE,ORISSA MIN DEV CO LTD,      3484.20,      3569.00,      3595.15,      3251.05,      3270.35,                419106903.10,124494,N, ,18090,      3595.15,      1527.90
N,EQ,ORTINLAB,ORTIN LABORATORIES LTD,        27.90,        28.70,        31.90,        28.45,        30.85,                 17536001.70,569826,N, ,3547,        33.00,        21.40
N,SM,OSIAHYPER,OSIA HYPER RETAIL LTD,       177.00,       180.00,       180.00,       180.00,       180.00,                   144000.00,800,N, ,2,       246.00,       117.00
N,EQ,OSWALAGRO,OSWAL AGRO MILLS LTD,        12.55,        12.75,        13.00,        12.30,        12.60,                  2163226.20,171368,N, ,667,        16.15,         6.20
N,SM,OSWALSEEDS,SHREEOSWAL S AND CHE LTD,        40.25,        42.00,        42.00,        42.00,        42.00,                   336000.00,8000,N, ,2,        50.45,        28.00
N,EQ,PAGEIND,PAGE INDUSTRIES LTD,     31043.70,     31247.00,     31247.00,     30655.05,     30860.80,                851730491.60,27528,N, ,8592,     32460.00,     17636.15
N,EQ,PAISALO,PAISALO DIGITAL LIMITED,       636.25,       627.95,       627.95,       612.00,       623.85,                 41143188.40,66179,N, ,2659,       880.00,       181.10
N,EQ,PALASHSECU,PALASH SECURITIES LTD,        68.10,        70.00,        74.90,        69.45,        72.25,                  1885326.35,25650,N, ,164,        74.90,        21.25
N,EQ,PALREDTEC,PALRED TECHNOLOGIES LTD,       152.60,       155.60,       157.05,       149.65,       155.80,                  1509325.85,9694,N, ,317,       160.25,        12.40
N,EQ,PANACEABIO,PANACEA BIOTEC LTD,       392.00,       399.80,       404.00,       392.00,       394.55,                120850268.30,304978,N, ,8654,       449.00,       165.10
N,EQ,PANACHE,PANACHE DIGILIFE LIMITED,        56.80,        59.70,        59.70,        56.20,        57.20,                  2300750.25,40027,N, ,245,        79.65,        36.10
N,EQ,PANAMAPET,PANAMA PETROCHEM LTD,       210.05,       211.90,       216.00,       211.00,       211.80,                 43486493.30,203722,N, ,5049,       234.00,        37.00
N,SM,PAR,PAR DRUGS AND CHEM LTD,        66.25,        69.55,        69.55,        69.50,        69.55,                  1947200.00,28000,N, ,7,       136.50,        36.10
N,EQ,PARACABLES,PARAMOUNT COMM LTD,        14.20,        14.90,        15.60,        14.30,        14.40,                 69878855.50,4714506,N, ,9229,        15.60,         6.05
N,EQ,PARAGMILK,PARAG MILK FOODS LTD.,       139.25,       140.35,       142.10,       138.35,       138.75,                 53887567.75,385275,N, ,4906,       157.80,        84.00
N,SM,PARIN,PARIN FURNITURE LIMITED,        47.00,        44.00,        48.00,        44.00,        48.00,                   274000.00,6000,N, ,3,        75.00,        44.00
N,EQ,PARSVNATH,PARSVNATH DEVELOPER LTD,        12.15,        12.75,        12.75,        12.20,        12.75,                  2971446.10,233733,N, ,246,        12.75,         2.15
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        21.90,        21.95,        21.95,        21.50,        21.50,                   174500.00,8000,N, ,4,        39.90,        16.55
N,EQ,PATELENG,PATEL ENGINEERING LTD.,        14.85,        14.95,        16.45,        14.90,        15.55,                 80424365.65,5122055,N, ,6146,        17.55,         9.15
N,EQ,PATINTLOG,PATEL INT. LOG. LTD,        24.10,        25.00,        25.00,        24.30,        24.65,                  3207984.20,129971,N, ,609,        36.10,        14.50
N,SM,PAVNAIND,PAVNA INDUSTRIES LIMITED,       166.05,       167.00,       167.00,       167.00,       167.00,                   133600.00,800,N, ,1,       172.00,       165.05
N,EQ,PBAINFRA,PBA INFRASTRUCTURE LTD.,         9.00,         9.45,         9.45,         9.45,         9.45,                    29313.90,3102,N, ,12,        16.00,         5.15
N,EQ,PCJEWELLER,PC JEWELLER LTD,        28.15,        28.35,        28.90,        28.00,        28.15,                 75739421.85,2673950,N, ,5900,        32.95,        12.75
N,EQ,PDMJEPAPER,PUDUMJEE PAPER PRO. LTD,        32.70,        33.95,        34.00,        32.50,        32.65,                 16274912.00,491865,N, ,2411,        34.25,        12.50
N,EQ,PDSMFL,PDS MULTINATIONAL FAS LTD,       988.15,      1038.00,      1045.00,       961.05,       982.50,                 25710279.05,25351,N, ,1457,      1045.00,       250.00
N,EQ,PEARLPOLY,PEARL POLYMERS LTD,        20.15,        21.00,        21.15,        19.40,        19.95,                  2915262.80,144940,N, ,702,        21.60,         5.15
N,EQ,PENIND,PENNAR INDUSTRIES LTD,        26.35,        28.00,        28.60,        27.15,        27.80,                210906355.25,7525358,N, ,11052,        28.60,        14.80
N,SM,PENTAGOLD,PENTA GOLD LIMITED,        92.00,        87.40,        87.40,        87.40,        87.40,                  5506200.00,63000,N, ,16,       115.00,        15.40
N,SM,PERFECT,PERFECT INFRAENGINEER LTD,        11.50,        11.00,        11.30,        11.00,        11.30,                   133800.00,12000,N, ,2,        12.55,         9.50
N,EQ,PERSISTENT,PERSISTENT SYSTEMS LTD,      2462.30,      2466.00,      2490.00,      2440.00,      2461.20,                236067034.45,95883,N, ,14327,      2568.00,       572.05
N,EQ,PFIZER,PFIZER LTD,      5189.20,      5195.00,      5210.00,      5163.45,      5199.15,                156789932.95,30222,N, ,4120,      5900.00,      3955.00
N,EQ,PFS,PTC INDIA FIN SERV LTD,        20.90,        21.45,        21.50,        21.10,        21.30,                 43668182.70,2054565,N, ,4118,        24.25,         9.80
N,EQ,PGEL,PG ELECTROPLAST LTD,       444.70,       466.90,       466.90,       466.90,       466.90,                 22864093.00,48970,N, ,428,       466.90,        35.50
N,EQ,PGHL,PROCTER & GAMBLE HEALTH L,      5800.45,      5822.90,      5875.00,      5796.05,      5824.80,                 29630727.25,5082,N, ,1806,      7500.00,      3900.05
N,EQ,PGIL,PEARL GLOBAL IND LIMITED,       220.35,       217.05,       221.50,       214.05,       215.15,                  2074375.60,9544,N, ,179,       237.45,        95.85
N,IV,PGINVIT,POWERGRID INFRA. INVITS,       112.49,       112.90,       113.10,       112.26,       113.00,                141391280.00,1252300,N, ,2045,       113.10,       102.75
N,EQ,PHILIPCARB,PHILIPS CARBON BLACK LTD,       224.40,       226.00,       245.00,       224.50,       242.50,               1596099238.05,6692721,N, ,66419,       245.00,        85.20
N,EQ,PHOENIXLTD,THE PHOENIX MILLS LTD,       876.15,       886.00,       888.90,       837.95,       850.05,                181988113.75,210201,N, ,13949,       888.90,       541.70
N,EQ,PIIND,PI INDUSTRIES LTD,      2710.10,      2730.00,      2736.95,      2680.05,      2696.25,                451980490.20,167237,N, ,15814,      2795.00,      1500.00
N,EQ,PILANIINVS,PILANI INV & IND COR LTD,      1683.10,      1690.00,      1869.90,      1688.00,      1831.60,                158367245.20,92206,N, ,5442,      2941.00,      1307.85
N,EQ,PILITA,PIL ITALICA LIFESTYLE LTD,        11.20,        11.35,        11.65,        10.00,        11.00,                 25961955.05,2363270,N, ,3226,        19.20,         4.10
N,EQ,PIONDIST,PIONEER DIST LTD,       128.65,       129.70,       131.95,       127.20,       129.05,                 12189083.90,93831,N, ,1352,       133.55,        89.10
N,EQ,PIONEEREMB,PIONEER EMBROIDERIES LTD,        51.90,        54.70,        59.00,        52.35,        56.80,                124448621.35,2214828,N, ,21847,        59.50,        18.60
N,EQ,PITTIENG,PITTI ENGINEERING LIMITED,       106.65,       107.00,       108.45,       104.90,       105.45,                 30504086.80,287336,N, ,4142,       112.45,        25.35
N,EQ,PLASTIBLEN,PLASTIBLENDS INDIA LTD,       244.50,       250.00,       257.00,       248.20,       250.70,                 33235646.05,132021,N, ,3481,       285.90,       152.00
N,EQ,PNBGILTS,PNB GILTS LIMITED,        88.25,        89.95,        90.30,        82.00,        82.55,                240389593.80,2831632,N, ,20204,        94.65,        32.15
N,EQ,PNBHOUSING,PNB HOUSING FIN LTD.,       839.45,       881.40,       881.40,       870.00,       881.40,                659374386.00,748392,N, ,7695,       881.40,       194.00
N,EQ,PNCINFRA,PNC INFRATECH LTD.,       262.30,       265.00,       266.00,       262.30,       262.75,                 81035521.20,306566,N, ,7238,       289.55,       118.00
N,EQ,PODDARHOUS,PODDAR HOUSE & DVPT LTD,       183.20,       183.20,       185.00,       180.05,       180.60,                  3332404.30,18321,N, ,419,       268.70,       137.95
N,EQ,PODDARMENT,PODDAR PIGMENTS LIMITED,       224.00,       226.95,       228.75,       216.90,       221.80,                  3919817.75,17766,N, ,669,       244.80,       141.50
N,EQ,POKARNA,POKARNA LIMITED,       358.45,       361.30,       372.00,       358.50,       370.15,                 76916559.95,210262,N, ,7674,       373.00,       118.05
N,EQ,POLYCAB,POLYCAB INDIA LIMITED,      1709.45,      1720.45,      1748.00,      1712.00,      1739.90,                568932761.85,328880,N, ,13057,      1748.00,       705.10
N,EQ,POLYMED,POLY MEDICURE LIMITED,      1000.85,      1008.05,      1019.95,      1004.25,      1015.45,                 66550014.80,65777,N, ,7459,      1165.00,       270.95
N,EQ,POLYPLEX,POLYPLEX CORPORATION LTD,      1148.55,      1228.95,      1234.30,      1200.05,      1211.70,                592115731.55,487040,N, ,28877,      1243.70,       416.75
N,EQ,PONNIERODE,PONNIE SUGARS (ERODE) LTD,       204.45,       209.00,       229.00,       205.55,       224.00,                 41562636.00,189218,N, ,7372,       229.00,       136.20
N,EQ,POWERINDIA,ABB POWER PRO N SYS IND L,      1895.75,      1915.00,      1926.95,      1876.85,      1889.15,                 43895663.75,23140,N, ,3810,      1960.00,       835.05
N,EQ,POWERMECH,POWER MECH PROJECTS LTD.,       690.80,       698.00,       704.85,       679.05,       681.50,                 54068422.50,78160,N, ,5399,       725.00,       353.50
N,EQ,PPAP,PPAP AUTOMOTIVE LIMITED,       215.05,       215.50,       219.00,       214.30,       216.05,                  6361834.35,29449,N, ,1257,       296.55,       155.10
N,EQ,PPL,PRAKASH PIPES LIMITED,       183.80,       186.00,       186.00,       174.60,       178.25,                 65597346.95,365652,N, ,10762,       189.30,        45.60
N,EQ,PRAENG,PRAJAY ENG. SYN. LTD.,        12.10,        12.20,        12.65,        12.05,        12.15,                  4474683.85,362441,N, ,595,        14.30,         5.35
N,EQ,PRAJIND,PRAJ INDUSTRIES LTD,       375.15,       397.00,       404.70,       387.00,       392.20,               2072312734.70,5248335,N, ,78456,       404.70,        58.55
N,EQ,PRAKASH,PRAKASH INDUSTRIES LTD,        80.60,        81.45,        82.00,        79.40,        80.30,                109092355.15,1355499,N, ,9273,       104.75,        31.25
N,EQ,PRAXIS,PRAXIS HOME RETAIL LTD,        43.20,        44.50,        45.35,        41.15,        45.10,                  4828451.50,110719,N, ,591,        62.00,        25.90
N,EQ,PRECAM,PRECISION CAMSHAFTS LTD.,        53.30,        54.00,        54.45,        52.80,        53.90,                 11143065.45,207665,N, ,1986,        64.90,        24.80
N,EQ,PRECOT,PRECOT LIMITED,       171.05,       179.55,       179.55,       169.05,       173.65,                  2062808.55,11896,N, ,177,       182.35,        19.75
N,EQ,PRECWIRE,PRECISION WIRES INDIA LTD,       207.30,       212.00,       214.30,       208.00,       210.10,                  9470250.30,44830,N, ,1633,       228.90,        87.15
N,EQ,PREMEXPLN,PREMIER EXPLOSIVES LTD,       147.90,       150.75,       150.75,       142.95,       144.55,                  5620462.75,38267,N, ,458,       175.75,        70.00
N,EQ,PREMIERPOL,PREMIER POLYFILM LTD,        51.80,        52.85,        52.90,        50.00,        50.25,                   607170.20,11961,N, ,294,        56.80,        19.30
N,EQ,PRESSMN,PRESSMAN ADVERTISING LTD,        26.05,        26.50,        26.65,        25.50,        25.85,                  2746390.60,105629,N, ,1247,        29.40,        15.55
N,EQ,PRESTIGE,PRESTIGE ESTATE LTD,       289.25,       292.20,       293.00,       287.00,       288.10,                113648754.55,392207,N, ,9752,       325.00,       167.00
N,EQ,PRICOLLTD,PRICOL LIMITED,        87.50,        87.50,        92.20,        87.00,        89.60,                252238895.95,2814903,N, ,12750,        92.25,        36.10
N,EQ,PRIMESECU,PRIME SECURITIES LIMITED,        55.70,        55.50,        57.75,        54.10,        55.90,                  1825610.40,32811,N, ,458,        57.75,        33.05
N,EQ,PRINCEPIPE,PRINCE PIPES FITTINGS LTD,       708.35,       710.00,       715.80,       700.00,       701.15,                235789551.50,334568,N, ,24334,       794.40,        95.00
N,EQ,PRIVISCL,PRIVI SPECIALITY CHE LTD,      1045.95,      1050.00,      1086.10,      1032.20,      1044.75,                 21281054.15,20179,N, ,3195,      1137.00,       487.00
